Wavelength,Transmittance,Std.Dev.
190,0.0337830179826412,0.00380963327260635
191,0.0144349011619741,0.00191357726623633
192,0.0199000365562361,0.00460345882836018
193,0.018448930031359,0.00311341860295279
194,0.0223938932866703,0.00334626143862924
195,0.0246085003157292,0.00360624138016302
196,0.0218701067340518,0.00338941594291389
197,0.0109637577420818,0.00207010712810897
198,0.0100101063182621,0.00283893460207977
199,0.0100000109795873,0.00382172921559231
200,0.0159679080826678,0.00399700285455551
201,0.0100000109795873,0.00205690422105406
202,0.0135460765700314,0.0027787092957618
203,0.0100000109795873,0.00165235376922514
204,0.0101264541640196,0.00122456449436255
205,0.0121288833674583,0.00133489150780765
206,0.0131474536401396,0.00153000577996033
207,0.0121624886919851,0.00172183411797801
208,0.0156027812134125,0.00215920596611902
209,0.0100000109795873,0.00185882201868414
210,0.0125041862874291,0.00151978937251591
211,0.019433471013454,0.00224021199190613
212,0.0179257204650269,0.00364743783479906
213,0.0118036865907915,0.00482465835253858
214,0.0126719590686264,0.00291214983007511
215,0.0224691837331019,0.0064617212110254
216,0.0150744753716816,0.00366406361384693
217,0.0207837195843146,0.00254559102330214
218,0.0271582801306312,0.00161326910212392
219,0.0190296737672076,0.00185547400289299
220,0.0211188987694521,0.00338002251532007
221,0.02232910063715,0.00361151716088649
222,0.0221265630452486,0.00260325475698452
223,0.0235398537623029,0.00288728960574758
224,0.0169487959501531,0.00277337163482733
225,0.0167399596168623,0.00206995560664651
226,0.0203752530935771,0.00155955934384629
227,0.0229026728458046,0.00214152399666409
228,0.0174930894187725,0.00256253576668878
229,0.0163671493494537,0.00240338218017812
230,0.0192565006964922,0.00214856328769399
231,0.0155665223952667,0.00139283356698523
232,0.019616676368361,0.00125634856881809
233,0.0199334066990367,0.00147169979551963
234,0.0199546255632006,0.00177085114351774
235,0.0273948119451818,0.00142885383947914
236,0.0250213455888114,0.00134742604112016
237,0.0260093311859818,0.00159183873228017
238,0.0330249539195593,0.0017603618977051
239,0.0400664458035102,0.00208071634577374
240,0.0407770176040433,0.0026828219686628
241,0.0419807519071556,0.0019902233974045
242,0.0519843675430826,0.00355197747950714
243,0.0599966106301682,0.00363943155080023
244,0.0640186982490017,0.00232891132822279
245,0.0789982262349963,0.00204384931545883
246,0.0880726183868664,0.00142807216972095
247,0.0993011872722747,0.00216299129587264
248,0.113987218290154,0.00210741591020409
249,0.132381738217172,0.00281958647302432
250,0.156676029055242,0.00359686196341216
251,0.192688309132033,0.00259771935152761
252,0.312630851615474,0.00195246673925901
253,0.608034073757697,0.00146947803135468
254,1.18809333408123,0.00199747039457302
255,2.14066056986294,0.00306353693981161
256,3.45103657491169,0.00376000301240083
257,5.07618357102404,0.0033072232467976
258,6.92684012284424,0.00303263055109313
259,8.9909570588185,0.00245255488163448
260,11.2266712931607,0.00217158410893546
261,13.630340416129,0.00374874159254747
262,16.1736997200162,0.0036572951554769
263,18.9548751493883,0.00308377951380721
264,21.9305815328904,0.00394981393132508
265,25.0616525428277,0.00431019943691348
266,28.3361343438141,0.0039648437829631
267,31.6602622048657,0.00348423694395382
268,35.0900234624065,0.00397654042566957
269,38.5026572791769,0.00402750130055167
270,41.9519535968573,0.00433541144971288
271,45.4047857957805,0.00551699092833376
272,48.7795898023352,0.00532005947879683
273,52.0282780287836,0.00526944036551824
274,55.2441384868416,0.00603791367080258
275,58.3458920861407,0.00742794008378031
276,61.3170770048861,0.00667522750018708
277,64.1119000790462,0.0071856938005403
278,66.710755921874,0.00623330528769037
279,69.0587346331558,0.00773419296794566
280,71.2227427820267,0.00665351685603909
281,73.1323478250144,0.00741578418900459
282,74.861416666571,0.00922706454895782
283,76.3708136818123,0.00783668196285765
284,77.7436728742609,0.00940057417040826
285,78.971689249182,0.00723203311403357
286,80.1073228991,0.00903087441461152
287,81.1032143484858,0.00809136586966919
288,82.0354311320672,0.00908539435268832
289,82.8373585596871,0.0103163330984054
290,83.5458857785037,0.00886796021424339
291,84.1726302681349,0.00616072023178567
292,84.7024598317973,0.00938399322052586
293,85.178276044926,0.0107601323274796
294,85.5880439850766,0.0116128744076666
295,85.9002233830126,0.00784530051939614
296,86.2211144856932,0.00919856138090381
297,86.4923831093337,0.0121388174258618
298,86.7589800734114,0.0103445681930353
299,86.9791137101192,0.00746546561748939
300,87.1648671598521,0.00841414469894789
301,87.343920420562,0.0105221538989478
302,87.518921142076,0.0126921638275824
303,87.652109958668,0.012647564320073
304,87.8153858410001,0.00899711217362324
305,87.9543370256264,0.0105425271876076
306,88.0619820239502,0.0113852351071898
307,88.2010328766406,0.0101666951932333
308,88.2851309680456,0.0087378598303187
309,88.413078718011,0.00873408524298853
310,88.4922293210324,0.00614786598202836
311,88.5923615156636,0.00653833527579846
312,88.6675836865141,0.00862923150441044
313,88.7447210296131,0.00981781416513861
314,88.8208527353638,0.00844674236686488
315,88.8990994860975,0.00985255624142967
316,88.9485025977428,0.0112215412226108
317,89.0248091222117,0.0100368984369167
318,89.0731085031056,0.00791035467707964
319,89.1119429881678,0.00909133612916271
320,89.1543182923321,0.00761088738974069
321,89.1953426781145,0.00898849822897728
322,89.2405990868077,0.0114859078578632
323,89.2992118266623,0.00945020571535629
324,89.3252960832108,0.0100262647450851
325,89.3462866922667,0.00971496959502646
326,89.3850439964681,0.010905584531394
327,89.4259781785756,0.00797077268760774
328,89.4326550744633,0.00888310333897038
329,89.467815189499,0.00854434163937981
330,89.463493089629,0.00850884885184485
331,89.5018098889542,0.00755827176918305
332,89.5309023111987,0.00794569131343034
333,89.5713132143588,0.00961274318311206
334,89.5452554341975,0.0114062483368017
335,89.5920665296392,0.0138995540694033
336,89.5902959170512,0.0126518456712086
337,89.5947225141341,0.00910425824687826
338,89.6054456224853,0.00916943541168311
339,89.6148908909217,0.00979471561813903
340,89.6059375389741,0.0106779036111555
341,89.6420515839641,0.011117467944128
342,89.6374258120015,0.0113512003639107
343,89.5981655741862,0.0139993584806673
344,89.5975753259233,0.00983694676179509
345,89.6126278713367,0.0118044495938697
346,89.6219754956199,0.0154949830760504
347,89.6150876779343,0.0169185523713567
348,89.6302415756513,0.0133631557085199
349,89.632012977703,0.0169002714149253
350,89.6500242192623,0.0153727298086039
351,89.6120375278001,0.01560781001841
352,89.634276486827,0.0111699581108696
353,89.6564225258292,0.0142328630758012
354,89.6486461822295,0.0128827386595518
355,89.6105616859729,0.0103742883316213
356,89.578689434441,0.0135410511445145
357,89.5453537511928,0.0163956761198129
358,89.6223691011915,0.012407580581212
359,89.6604586156005,0.0122483962422455
360,89.6889132810126,0.0195541044282293
361,89.7773871451704,0.0193748156610158
362,89.8379306432229,0.0185182711077339
363,89.8749276166125,0.018347909339729
364,89.9096693051833,0.0150969328254203
365,89.8701911538563,0.0177272471089386
366,89.8257989531829,0.0175851385079833
367,89.8335906634487,0.0144150116089131
368,89.84207354678,0.017957873299069
369,89.8210650795367,0.0141384431990356
370,89.841185765649,0.0160313509197506
371,89.823530607596,0.017167111009163
372,89.8594363633344,0.015057822842086
373,89.8631855937061,0.00944311604261533
374,89.8525302958037,0.0104903453910034
375,89.8436518460076,0.0108578502333568
376,89.8600283366778,0.0110796768467014
377,89.8922967825215,0.0157709980969463
378,89.8522343333421,0.0191042632842077
379,89.8712765711903,0.0107817849802331
380,89.9127295858941,0.00979523415460938
381,89.9245768158598,0.0169686532071114
382,89.9302047969308,0.0152759447198885
383,89.9608192826207,0.0147102465791417
384,89.9838363853178,0.0141371621725264
385,90.009527658258,0.016896763578802
386,89.9936179669348,0.012861530354896
387,89.9683263600265,0.0152312548259039
388,89.9732655683801,0.014724216568221
389,90.0269228368773,0.0152090882403819
390,90.1080128846076,0.0128592440047091
391,90.1286926357773,0.00843348104745463
392,90.0698321332522,0.0122876175102927
393,90.0494624985742,0.0128717899624976
394,90.1037587875333,0.0106665793631751
395,90.1702643833211,0.00960866490677038
396,90.1863043241457,0.00828911039496669
397,90.1627404559367,0.0123684231427942
398,90.1064299413033,0.0168186248789686
399,90.1406672924484,0.01299421315788
400,90.2694210409473,0.00913794779586172
401,90.2559428091627,0.0121943983571627
402,90.2774494735839,0.0144083685637082
403,90.2935084810322,0.0141826959688162
404,90.2718988760774,0.0125899162926841
405,90.2230485190725,0.00904092243431225
406,90.2813152698833,0.0102173414621448
407,90.3928999128618,0.0117854197600485
408,90.3612454660098,0.00970005549265892
409,90.3195856692914,0.0119361547548337
410,90.3737471516505,0.0128681241883556
411,90.3774186100787,0.0117882052766382
412,90.3304947116448,0.0110048587309729
413,90.2964826847731,0.0114219738238194
414,90.3640234689119,0.0145031813321173
415,90.4036192913107,0.0183347971198693
416,90.3863498073013,0.0149477960394655
417,90.3794032443038,0.0134985792025141
418,90.3629321004437,0.0149945574030961
419,90.3614438919563,0.0142815155488038
420,90.3148257727882,0.0114779628549083
421,90.2332523924115,0.0103467760182931
422,90.2038327064776,0.0129018411882443
423,90.3028279801889,0.0124570813964943
424,90.3995497479608,0.0183420300727522
425,90.4111633196244,0.0154079288509559
426,90.4256575614346,0.0167112296474211
427,90.3241474721748,0.0139582794456371
428,90.3594596520992,0.0117708207797653
429,90.3462655653062,0.0134197758257367
430,90.273286493459,0.0133755586687827
431,90.3446784365751,0.0131798333012235
432,90.4695515564455,0.0124385045896695
433,90.3909149822644,0.0129026706282625
434,90.3286103283761,0.0119760116463727
435,90.4415443306079,0.0130432572663936
436,90.4374730800521,0.0115809334578167
437,90.390716491602,0.0149284081379541
438,90.4183108745234,0.0159048553864632
439,90.4107662498082,0.0127692550986312
440,90.4329055536816,0.0176736159346631
441,90.3531103773541,0.0162303818234387
442,90.422778383276,0.0141358730820836
443,90.4639891477796,0.0146322594791971
444,90.449389452139,0.0131558104162387
445,90.4943879099125,0.0112815188934187
446,90.509491745682,0.0131341356536327
447,90.4964744739992,0.0164078639450443
448,90.4850486412465,0.0220317013177508
449,90.4590230004683,0.0161039704755737
450,90.4768030669787,0.015517363709693
451,90.5199267885891,0.0144443330274059
452,90.508895493851,0.0129240969730812
453,90.5413969457944,0.00973894764195326
454,90.53682417077,0.0127460362935849
455,90.5055168076686,0.0128677159382206
456,90.4907116997672,0.0158498495631789
457,90.4730282355418,0.0119939249570175
458,90.4477012039689,0.013167179271668
459,90.4673662836816,0.0114418651227168
460,90.4938911160305,0.0112275109148313
461,90.5417945893199,0.0103692972821129
462,90.5431863554121,0.0128765259065045
463,90.4795846225027,0.0156290562050777
464,90.4184101500977,0.0185982232629833
465,90.4559441260479,0.0130468461213554
466,90.480776743905,0.015814445700056
467,90.4827636478131,0.0208172551123523
468,90.4481977442772,0.0147742634640197
469,90.4760083525352,0.0164755842950019
470,90.4831610338304,0.0149773215700802
471,90.4850486412465,0.0176010066751478
472,90.4627972475608,0.0150910942640709
473,90.4153326579812,0.0159640149025971
474,90.4695515564455,0.0137566446394876
475,90.4562420770569,0.00854849109802167
476,90.4241683199068,0.00804827039652426
477,90.4830616871624,0.0138195388739773
478,90.4797833083123,0.0149546711341816
479,90.5120755490069,0.0188032888234007
480,90.4782931753748,0.0109219057014156
481,90.4995547279626,0.0113671678617657
482,90.5141625209244,0.0155291780299484
483,90.5161501579642,0.0131320937246994
484,90.5131687187719,0.00867624927415688
485,90.2884525595006,0.00766519462646468
486,90.2900387004845,0.0101202382174467
487,90.892099345792,0.0129953034283392
488,90.7868758159607,0.0100832312555718
489,90.5856454997169,0.0121397333661754
490,90.5602869420521,0.0114462778341193
491,90.5929063156621,0.0130662221674527
492,90.5902207405772,0.0155004780696923
493,90.5954925002493,0.0156651919797749
494,90.6331994970209,0.0182298908092221
495,90.6244429117169,0.0133102081180233
496,90.5798770471146,0.00944357644187958
497,90.613896329981,0.0125274797119631
498,90.6247414177408,0.014182812140415
499,90.6357868318704,0.0117717466349105
500,90.6650487584592,0.0153946546784437
501,90.64942131629,0.0118144638534933
502,90.6604697384249,0.0105574905917985
503,90.6733114884375,0.0099141483530535
504,90.6801810781324,0.00912727593572311
505,90.671619060737,0.0122830798222376
506,90.6842632547462,0.013773827421348
507,90.7261908720525,0.010492102821687
508,90.6971083750302,0.0091871809968972
509,90.7366508986892,0.0130573433513652
510,90.7123456438705,0.00858887867443938
511,90.7296774136111,0.00901798742695091
512,90.717026887462,0.00774301086303132
513,90.7254935798185,0.00638280196593513
514,90.7421304415422,0.00798386150335892
515,90.7505994768334,0.00859885327019178
516,90.7272866278193,0.00861034071155597
517,90.7225052452304,0.00876973936521174
518,90.7495034395064,0.01178588435777
519,90.7457172305904,0.00948235234207701
520,90.7828886959709,0.00892251627770118
521,90.7848822340774,0.00928504714089368
522,90.7812938970045,0.00994145695588452
523,90.7843838454467,0.00919250953656403
524,90.7850815902957,0.00998276239781572
525,90.8032248387922,0.00914265095613462
526,90.7818919433338,0.00712116384015378
527,90.7894675378571,0.0100628035770206
528,90.7990376134941,0.0102572979284891
529,90.778702408437,0.00756090093053815
530,90.7995360825711,0.00947775717943153
531,90.8081101790248,0.0118680677676076
532,90.8055179249462,0.0105026964250475
533,90.7991373070906,0.00650629975570788
534,90.8142920066203,0.0089329791993609
535,90.8149899813356,0.0084463564130686
536,90.8376272121198,0.00796421073724206
537,90.817582505816,0.0109453894546704
538,90.8183802205456,0.00839086683477575
539,90.8293495086457,0.00919111313625233
540,90.8500950566126,0.00887771446090979
541,90.871144660535,0.00941967486855833
542,90.8656573270456,0.00908205697004894
543,90.8780292384629,0.010549846927002
544,90.8541848822943,0.00772063800017686
545,90.8649589629175,0.00975820868509087
546,90.8889059388636,0.00812954435311876
547,90.8927979185139,0.00742813748422527
548,90.8782287992245,0.010814106246887
549,90.901580433616,0.0089479687940358
550,90.8982868910106,0.00684229756316633
551,90.9278332359038,0.00886903074158313
552,90.9227417958034,0.0113522711393702
553,90.9381168176332,0.00924831738405476
554,90.9379171253627,0.00898960851488954
555,90.9270345597798,0.00805228518700108
556,90.9471034236775,0.00869264516430761
557,90.9646797975362,0.00937659370165807
558,90.961383968717,0.00980347322647055
559,90.9837580012085,0.00968221960313504
560,90.9661779410219,0.0091772829534933
561,90.9591868158458,0.00767842262606271
562,90.9756667560925,0.0072492434716779
563,91.0097347616338,0.00954034052045262
564,90.9873543411354,0.00815580613126244
565,90.9915502507168,0.00692828143439275
566,91.0146312123884,0.00725578982499349
567,90.9827590431225,0.00796128247800002
568,90.961383968717,0.00767146037272968
569,90.9377174335307,0.00707462320958659
570,90.9582879958769,0.0100284475769261
571,90.946604144489,0.0060661741238036
572,90.9397143715838,0.00687393829607295
573,90.9640805470504,0.00883722259574431
574,90.8981870885521,0.00720152320066384
575,90.9490007095917,0.00699488658112459
576,90.9507981748626,0.00690119745609263
577,90.8768318830959,0.00651587910022729
578,90.9143565159341,0.00644014094532782
579,90.9969452759285,0.00805863115445228
580,90.9803615884658,0.00769724392639466
581,90.8630634301971,0.00568807010297112
582,90.9277334010046,0.00745242203992208
583,91.1838703559199,0.00687182161472123
584,91.0101344620251,0.00750970504537712
585,90.8802244309428,0.00801653094213263
586,91.0161301785493,0.00829690582759881
587,91.0190282497961,0.00731525484742325
588,90.9903513996637,0.00636057255076559
589,91.0592110201303,0.00815336362914146
590,91.0553119147624,0.00632178346680041
591,91.0048385743008,0.00779900361617834
592,90.9573891847898,0.00911286651824691
593,90.8936960913314,0.00913487650851441
594,91.0162301105045,0.00618711509509189
595,90.9852564589028,0.0076874417439268
596,91.0384177206971,0.00683971144238082
597,91.0100345367627,0.00926506610502407
598,90.9372182058691,0.0104133865670461
599,90.9298299569059,0.00800240035790599
600,90.9494001432486,0.00750020773026914
601,90.9483017049132,0.00607655215206424
602,90.9749675464674,0.00744222990641358
603,90.9574890522497,0.0073722927252489
604,90.9757666436205,0.00620912013405948
605,90.9847569702626,0.00671341363699339
606,90.9403134615508,0.00701894155953769
607,90.9534944393769,0.00730026110884041
608,90.953694165854,0.00657374715124169
609,90.9463045782915,0.00870217029984642
610,90.9274338969649,0.0111162045742868
611,90.9683752627663,0.00926755523282251
612,90.9672765952595,0.00728067309689651
613,90.9394148280804,0.00492680215044791
614,90.9345224238544,0.00549608954678746
615,90.948601277689,0.00687442872430193
616,90.9297301198144,0.00616670512812985
617,90.9524958135704,0.00881802103032511
618,90.9107630612982,0.00805857516099884
619,90.820075387611,0.0058940463998377
620,90.6591757094597,0.006593537541337
621,90.5830595962271,0.00720132381466179
622,90.5083986203256,0.00896892101111859
623,90.705573208376,0.00958378296206514
624,91.0761090728527,0.00885064868114699
625,91.2360457511102,0.0115690471381457
626,91.2748210782312,0.00836908042922677
627,91.2193183338676,0.00678490014707606
628,91.1089142430781,0.00723829204293625
629,91.0154306579354,0.00706513811750685
630,90.9083675037823,0.00998884135261452
631,90.8918997545718,0.00726573613095848
632,90.9079682503334,0.00739409269201718
633,90.8912011887529,0.00649471301943576
634,90.8842158258488,0.00760103028156749
635,90.8824196764483,0.0110574759324942
636,90.9005823778004,0.0105046872228006
637,90.9241394176378,0.00727259700544512
638,90.9344225816109,0.00633221090856257
639,90.9334241652042,0.00703543278021106
640,90.9306286575837,0.00828836003137246
641,90.9178502885617,0.00771733731887
642,90.89948452906,0.00782999038631425
643,90.8308454233082,0.00634187967067367
